date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:35:14	117052/117052	---M--	200	added ('OK')	image/jpeg	etag:%221c93c-545c16475ce00%22	http://themes.themebear.co/html-templates/amore/img/img9.jpg	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/img/img9.jpg	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:15	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:%2217b8b-546cb76439800-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/jquery-1.12.4.min.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/jquery-1.12.4.min.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:15	4552/4552	---M-Z	200	added ('OK')	application/javascript	etag:%2211c8-546cb76439800-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/jquery.countdown.min.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/jquery.countdown.min.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:15	29110/29110	---M-Z	200	added ('OK')	application/javascript	etag:%2271b6-546cb79d71f00-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/bootstrap/js/bootstrap.min.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/bootstrap/js/bootstrap.min.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:16	38269/38269	---M-Z	200	added ('OK')	application/javascript	etag:%22957d-546cb79d71f00-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/validate.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/validate.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:16	6949/6949	---M-Z	200	added ('OK')	application/javascript	etag:%221b25-546cb76439800-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/imagesloaded.pkgd.min.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/imagesloaded.pkgd.min.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:16	8044/8044	---M-Z	200	added ('OK')	application/javascript	etag:%221f6c-546cb79d71f00-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/waypoints.min.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/waypoints.min.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:16	1073/1073	---M-Z	200	added ('OK')	application/javascript	etag:%22431-546cb76439800-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/cross-browser.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/cross-browser.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:17	2586/2586	---M-Z	200	added ('OK')	application/javascript	etag:%22a1a-546cb79d71f00-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/jquery.matchHeight-min.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/jquery.matchHeight-min.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:17	8239/8239	---M-Z	200	added ('OK')	application/javascript	etag:%22202f-546cb7d6aa600-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/simplelightbox/dist/simple-lightbox.min.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/simplelightbox/dist/simple-lightbox.min.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:17	40401/40401	---M-Z	200	added ('OK')	application/javascript	etag:%229dd1-546cb79d71f00-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/owl.carousel/owl.carousel.min.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/owl.carousel/owl.carousel.min.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:17	8056/8056	---M-Z	200	added ('OK')	application/javascript	etag:%221f78-546cb72b01100-gzip%22	http://themes.themebear.co/html-templates/amore/js/main.js	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/js/main.js	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:18	85563/85563	---M--	200	added ('OK')	image/jpeg	etag:%2214e3b-545c16475ce00%22	http://themes.themebear.co/html-templates/amore/img/contact-bg.jpg	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/img/contact-bg.jpg	(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:20	20335/20335	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-546cb79d71f00-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://themes.themebear.co/html-templates/amore/vendor/bootstrap/css/bootstrap.min.css)
20:35:20	62927/62927	---M--	200	added ('OK')	image/svg+xml	etag:%22f5cf-546cb79d71f00%22	http://themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://themes.themebear.co/html-templates/amore/vendor/bootstrap/css/bootstrap.min.css)
20:35:22	20335/20335	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-546cb79d71f00-gzip%22	http://themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot?	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://themes.themebear.co/html-templates/amore/vendor/bootstrap/css/bootstrap.min.css)
20:35:22	23320/23320	---M--	200	added ('OK')	application/x-font-woff	etag:%225b18-546cb79d71f00%22	http://themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://themes.themebear.co/html-templates/amore/vendor/bootstrap/css/bootstrap.min.css)
20:35:23	41280/41280	---M--	200	added ('OK')	application/x-font-ttf	etag:%22a140-546cb79d71f00%22	http://themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://themes.themebear.co/html-templates/amore/vendor/bootstrap/css/bootstrap.min.css)
20:35:23	51/51	---MCZ	200	added ('OK')	text/plain	date:Sun,%2002%20Jul%202017%2019:35:21%20GMT	https://fonts.googleapis.com/robots.txt		(from http://themes.themebear.co/html-templates/amore/index.html)
20:35:24	451/451	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jul%202017%2019:35:23%20GMT	http://themes.themebear.co/html-templates/amore/vendor/owl.carousel/assets/owl.video.play.png	D:/My%20Web%20Sites/Matrimonio%20template/themes.themebear.co/html-templates/amore/vendor/owl.carousel/assets/owl.video.play.html	(from http://themes.themebear.co/html-templates/amore/vendor/owl.carousel/assets/owl.carousel.css)
